booking_id,passenger_id,flight_id,airport_id,amount,booking_date
B00530,P0034,F0095,A034,459.42,2025-06-21
B00531,P0178,F0004,A045,1081.32,2025-03-31
B00532,P0011,F0048,A030,763.42,2025-04-04
B00533,P0082,F0048,A050,1350.49,2025-06-03
B00534,P0015,F0041,A017,497.13,2025-05-27
B00535,P0142,F0100,A012,561.96,2025-04-14
B00536,P0090,F0025,A020,119.11,2025-04-15
B00537,P0014,F0014,A021,736.44,2025-06-08
B00538,P0011,F0004,A029,1481.97,2025-03-25
B00539,P0095,F0018,A009,1284.47,2025-06-06
B00540,P0054,F0023,A012,798.35,2025-06-03
B00541,P0165,F0003,A045,826.13,2025-06-06
B00542,P0176,F0018,A050,1243.1,2025-05-22
B00543,P0199,F0085,A010,1101.69,2025-03-27
B00544,P0135,F0080,A018,125.88,2025-04-09
B00545,P0063,F0097,A042,835.11,2025-06-10
B00546,P0145,F0024,A034,503.9,2025-04-23
B00547,P0043,F0035,A045,1047.2,2025-04-24
B00548,P0128,F0010,A030,1442.72,2025-05-06
B00549,P0111,F0013,A028,307.41,2025-06-21
B00550,P0129,F0070,A005,226.48,2025-04-18
B00551,P0109,F0039,A005,1159.88,2025-06-10
B00552,P0054,F0084,A044,257.59,2025-05-30
B00553,P0120,F0083,A022,960.8,2025-06-01
B00554,P0084,F0058,A006,590.04,2025-06-17
B00555,P0138,F0019,A027,1248.82,2025-05-08
B00556,P0141,F0011,A025,1461.19,2025-05-03
B00557,P0193,F0061,A048,471.85,2025-05-02
B00558,P0182,F0052,A017,871.86,2025-04-07
B00559,P0123,F0086,A026,347.51,2025-06-01
B00560,P0112,F0060,A046,144.74,2025-06-19
B00561,P0149,F0080,A034,418.23,2025-04-16
B00562,P0160,F0048,A012,264.7,2025-05-10
B00563,P0165,F0083,A024,139.39,2025-05-29
B00564,P0147,F0012,A018,368.13,2025-04-07
B00565,P0040,F0007,A020,604.03,2025-06-15
B00566,P0005,F0071,A001,1249.7,2025-03-29
B00567,P0089,F0038,A026,1189.01,2025-05-22
B00568,P0138,F0040,A035,1392.47,2025-05-16
B00569,P0177,F0041,A009,320.52,2025-05-05
B00570,P0127,F0013,A001,1484.21,2025-04-13
B00571,P0199,F0070,A022,1138.88,2025-05-22
B00572,P0011,F0004,A011,1290.46,2025-06-07
B00573,P0012,F0074,A045,1450.7,2025-03-31
B00574,P0179,F0009,A030,788.97,2025-05-11
B00575,P0054,F0084,A032,678.84,2025-05-30
B00576,P0069,F0002,A006,530.82,2025-06-07
B00577,P0116,F0071,A033,228.81,2025-06-11
B00578,P0132,F0075,A015,254.62,2025-04-27
B00579,P0051,F0016,A042,634.07,2025-05-01
B00580,P0108,F0065,A042,106.19,2025-05-02
B00581,P0062,F0035,A047,363.49,2025-05-28
B00582,P0158,F0095,A026,1319.22,2025-05-28
B00583,P0197,F0058,A022,547.38,2025-05-13
B00584,P0037,F0040,A017,1453.34,2025-04-29
B00585,P0066,F0094,A035,330.02,2025-06-06
B00586,P0063,F0002,A041,910.26,2025-05-21
B00587,P0032,F0070,A017,424.31,2025-06-03
B00588,P0069,F0083,A015,388.03,2025-05-28
B00589,P0001,F0095,A045,563.85,2025-04-08
B00590,P0035,F0072,A022,1251.89,2025-06-18
B00591,P0012,F0052,A020,116.09,2025-05-25
B00592,P0141,F0089,A018,1099.2,2025-06-15
B00593,P0165,F0035,A016,807.12,2025-05-24
B00594,P0010,F0004,A038,904.78,2025-04-08
B00595,P0194,F0094,A010,1018.79,2025-04-16
B00596,P0011,F0059,A006,993.56,2025-06-11
B00597,P0160,F0068,A048,128.05,2025-06-08
B00598,P0189,F0088,A007,273.36,2025-06-12
B00599,P0062,F0066,A028,598.61,2025-03-30
B00600,P0093,F0080,A038,699.69,2025-04-28
B00601,P0053,F0046,A008,1012.7,2025-04-05
B00602,P0141,F0060,A026,484.69,2025-05-05
B00603,P0187,F0004,A049,294.23,2025-04-22
B00604,P0104,F0055,A007,607.44,2025-04-05
B00605,P0141,F0032,A004,1075.75,2025-06-21
B00606,P0190,F0067,A025,357.14,2025-05-23
B00607,P0052,F0079,A002,943.05,2025-03-27
B00608,P0065,F0041,A036,526.82,2025-05-31
B00609,P0140,F0021,A015,1263.6,2025-04-28
B00610,P0189,F0050,A003,916.27,2025-04-01
B00611,P0025,F0059,A042,1174.31,2025-05-14
B00612,P0042,F0075,A001,1326.01,2025-05-04
B00613,P0073,F0077,A045,1401.23,2025-04-05
B00614,P0083,F0097,A044,119.23,2025-05-02
B00615,P0182,F0011,A014,953.82,2025-03-25
B00616,P0193,F0013,A007,1213.6,2025-04-17
B00617,P0172,F0006,A028,1014.07,2025-04-02
B00618,P0065,F0053,A031,1011.04,2025-04-09
B00619,P0005,F0036,A011,112.06,2025-05-23
B00620,P0064,F0099,A004,726.66,2025-05-12
B00621,P0046,F0001,A006,824.69,2025-06-08
B00622,P0084,F0017,A038,122.32,2025-06-16
B00623,P0011,F0001,A035,507.36,2025-06-09
B00624,P0040,F0066,A013,1232.78,2025-06-02
B00625,P0007,F0065,A047,1409.64,2025-06-20
B00626,P0044,F0047,A033,505.89,2025-04-01
B00627,P0095,F0095,A020,106.79,2025-06-13
B00628,P0057,F0021,A023,1116.32,2025-05-05
B00629,P0192,F0058,A023,733.44,2025-04-22
B00630,P0189,F0019,A031,912.97,2025-05-15
B00631,P0144,F0085,A026,1111.75,2025-04-15
B00632,P0005,F0025,A010,1195.99,2025-04-20
B00633,P0080,F0025,A022,1364.4,2025-04-16
B00634,P0010,F0024,A038,403.0,2025-05-02
B00635,P0166,F0056,A036,1453.45,2025-04-26
B00636,P0154,F0062,A040,152.12,2025-04-26
B00637,P0013,F0056,A048,1495.72,2025-04-30
B00638,P0177,F0094,A039,220.26,2025-06-16
B00639,P0013,F0058,A043,833.83,2025-05-07
B00640,P0131,F0042,A015,1072.55,2025-03-24
B00641,P0120,F0018,A021,1465.99,2025-05-10
B00642,P0017,F0022,A028,534.52,2025-05-02
B00643,P0196,F0047,A031,1052.07,2025-06-19
B00644,P0083,F0060,A019,1279.69,2025-04-13
B00645,P0034,F0057,A037,122.26,2025-06-01
B00646,P0011,F0014,A009,222.83,2025-05-08
B00647,P0010,F0043,A010,727.41,2025-05-25
B00648,P0126,F0059,A033,1476.07,2025-04-09
B00649,P0045,F0053,A001,1343.51,2025-04-21
B00650,P0188,F0061,A035,1202.76,2025-05-04
B00651,P0018,F0059,A029,982.68,2025-03-28
B00652,P0190,F0054,A002,1321.99,2025-04-13
B00653,P0010,F0045,A031,519.24,2025-03-25
B00654,P0036,F0022,A033,1205.07,2025-04-22
B00655,P0012,F0032,A031,576.41,2025-05-01
B00656,P0108,F0100,A017,656.73,2025-04-27
B00657,P0114,F0049,A037,143.55,2025-06-07
B00658,P0016,F0013,A021,1258.56,2025-04-19
B00659,P0130,F0036,A045,532.79,2025-05-31
B00660,P0135,F0071,A012,1187.85,2025-05-13
B00661,P0165,F0010,A044,132.4,2025-04-28
B00662,P0095,F0029,A038,1346.25,2025-03-27
B00663,P0039,F0031,A018,1399.31,2025-06-01
B00664,P0093,F0014,A032,906.62,2025-04-13
B00665,P0040,F0010,A037,1180.68,2025-04-03
B00666,P0040,F0047,A007,836.73,2025-04-16
B00667,P0001,F0086,A016,1430.8,2025-03-30
B00668,P0192,F0019,A037,340.13,2025-06-05
B00669,P0026,F0015,A012,1135.7,2025-04-04
B00670,P0093,F0085,A005,585.4,2025-05-17
B00671,P0075,F0043,A027,594.27,2025-04-07
B00672,P0174,F0002,A020,293.3,2025-04-21
B00673,P0075,F0065,A007,978.09,2025-06-14
B00674,P0122,F0054,A003,1388.41,2025-05-30
B00675,P0198,F0001,A026,1438.71,2025-06-12
B00676,P0055,F0074,A009,263.21,2025-03-28
B00677,P0009,F0026,A042,507.07,2025-05-07
B00678,P0167,F0069,A027,156.82,2025-03-30
B00679,P0057,F0049,A007,1206.82,2025-05-19
B00680,P0080,F0065,A036,167.95,2025-05-15
B00681,P0136,F0010,A009,1340.96,2025-06-15
B00682,P0193,F0078,A010,858.91,2025-03-29
B00683,P0018,F0027,A020,1317.5,2025-06-01
B00684,P0139,F0033,A041,504.82,2025-05-10
B00685,P0016,F0059,A021,1254.97,2025-03-28
B00686,P0168,F0080,A037,1267.07,2025-06-09
B00687,P0061,F0013,A026,202.09,2025-05-01
B00688,P0046,F0064,A049,935.88,2025-05-03
B00689,P0001,F0095,A038,1334.67,2025-05-13
B00690,P0036,F0033,A043,1400.55,2025-05-31
B00691,P0033,F0008,A037,525.66,2025-06-17
B00692,P0089,F0014,A031,1099.74,2025-05-16
B00693,P0150,F0084,A009,789.54,2025-06-15
B00694,P0166,F0090,A036,259.81,2025-05-26
B00695,P0122,F0016,A029,462.01,2025-06-16
B00696,P0144,F0087,A008,857.04,2025-06-07
B00697,P0124,F0008,A047,1060.09,2025-06-15
B00698,P0073,F0066,A036,130.56,2025-05-27
B00699,P0200,F0089,A011,283.06,2025-05-05
B00700,P0122,F0095,A032,911.55,2025-06-02
B00701,P0088,F0004,A002,114.15,2025-06-18
B00702,P0174,F0007,A038,1225.72,2025-05-02
B00703,P0048,F0035,A015,237.38,2025-06-21
B00704,P0128,F0086,A011,1304.64,2025-03-26
B00705,P0159,F0048,A007,990.98,2025-06-15
B00706,P0112,F0004,A027,560.32,2025-06-12
B00707,P0173,F0032,A032,1424.78,2025-05-28
B00708,P0130,F0046,A044,1097.72,2025-04-14
B00709,P0188,F0013,A031,697.72,2025-05-17
B00710,P0014,F0081,A049,160.19,2025-05-16
B00711,P0081,F0063,A008,415.15,2025-05-02
B00712,P0073,F0097,A002,654.47,2025-04-07
B00713,P0068,F0018,A039,514.5,2025-06-15
B00714,P0176,F0094,A037,110.8,2025-05-31
B00715,P0090,F0094,A017,1257.31,2025-05-08
B00716,P0189,F0094,A038,619.58,2025-03-27
B00717,P0049,F0085,A020,745.38,2025-05-20
B00718,P0098,F0091,A002,1468.61,2025-03-30
B00719,P0086,F0095,A015,1413.42,2025-06-20
B00720,P0140,F0010,A010,590.1,2025-04-09
B00721,P0006,F0019,A006,152.8,2025-03-29
B00722,P0154,F0014,A037,756.27,2025-04-24
B00723,P0052,F0072,A008,459.54,2025-05-30
B00724,P0065,F0010,A008,1128.73,2025-05-14
B00725,P0130,F0060,A028,1451.2,2025-04-17
B00726,P0200,F0078,A045,455.32,2025-06-21
B00727,P0189,F0051,A017,457.43,2025-06-14
B00728,P0160,F0066,A045,213.66,2025-03-27
B00729,P0115,F0081,A022,1105.67,2025-05-05
B00730,P0081,F0076,A014,1258.63,2025-04-06
B00731,P0159,F0069,A029,1291.83,2025-06-17
B00732,P0068,F0083,A037,132.68,2025-04-21
B00733,P0111,F0069,A007,1042.11,2025-04-29
B00734,P0181,F0077,A029,751.55,2025-05-16
B00735,P0125,F0013,A031,561.39,2025-05-20
B00736,P0163,F0011,A031,913.44,2025-06-10
B00737,P0050,F0012,A023,347.32,2025-03-27
B00738,P0171,F0015,A033,243.03,2025-05-07
B00739,P0140,F0093,A037,111.61,2025-04-14
B00740,P0149,F0087,A001,1181.42,2025-04-05
B00741,P0166,F0038,A024,843.67,2025-05-03
B00742,P0013,F0046,A007,406.21,2025-04-05
B00743,P0056,F0047,A024,489.68,2025-05-01
B00744,P0087,F0032,A026,1430.13,2025-06-14
B00745,P0111,F0084,A022,1472.41,2025-06-20
B00746,P0189,F0017,A031,716.69,2025-05-02
B00747,P0052,F0062,A024,596.62,2025-05-05
B00748,P0029,F0019,A007,945.84,2025-04-03
B00749,P0052,F0097,A018,250.3,2025-04-23
B00750,P0118,F0014,A034,847.03,2025-04-29
B00751,P0099,F0023,A041,500.83,2025-04-08
B00752,P0178,F0066,A032,1116.19,2025-05-04
B00753,P0156,F0026,A042,674.82,2025-05-16
B00754,P0003,F0064,A040,135.19,2025-06-18
B00755,P0163,F0003,A022,119.03,2025-04-30
B00756,P0116,F0072,A038,491.28,2025-05-25
B00757,P0073,F0074,A011,1396.57,2025-04-23
B00758,P0080,F0022,A014,1089.37,2025-04-15
B00759,P0071,F0064,A023,971.04,2025-04-07
B00760,P0120,F0026,A007,907.59,2025-05-13
B00761,P0180,F0089,A047,554.09,2025-05-30
B00762,P0198,F0097,A035,1064.53,2025-05-06
B00763,P0137,F0014,A023,894.93,2025-05-05
B00764,P0174,F0013,A031,1459.94,2025-04-07
B00765,P0114,F0010,A036,280.29,2025-04-12
B00766,P0080,F0089,A046,959.81,2025-06-21
B00767,P0033,F0049,A029,738.09,2025-04-25
B00768,P0098,F0018,A027,514.25,2025-04-16
B00769,P0010,F0011,A008,190.61,2025-03-25
B00770,P0178,F0058,A036,295.81,2025-04-20
B00771,P0143,F0036,A047,1009.37,2025-05-15
B00772,P0011,F0062,A002,618.77,2025-04-07
B00773,P0016,F0084,A040,289.12,2025-03-31
B00774,P0024,F0062,A016,919.16,2025-06-13
B00775,P0133,F0063,A017,979.61,2025-05-27
B00776,P0034,F0008,A032,1215.46,2025-06-19
B00777,P0090,F0069,A010,128.53,2025-04-22
B00778,P0083,F0087,A013,326.49,2025-04-20
B00779,P0146,F0032,A016,314.47,2025-04-20
B00780,P0137,F0012,A020,891.44,2025-04-11
B00781,P0042,F0030,A024,935.39,2025-05-16
B00782,P0121,F0059,A036,523.14,2025-04-24
B00783,P0025,F0019,A035,1267.46,2025-04-03
B00784,P0094,F0010,A002,1419.93,2025-06-18
B00785,P0129,F0052,A002,305.12,2025-05-01
B00786,P0010,F0018,A001,1113.88,2025-06-03
B00787,P0182,F0001,A036,835.3,2025-06-04
B00788,P0100,F0014,A008,1180.16,2025-05-31
B00789,P0155,F0028,A041,929.7,2025-04-12
B00790,P0079,F0049,A013,363.69,2025-06-18
B00791,P0080,F0035,A003,1469.64,2025-04-07
B00792,P0158,F0079,A047,1195.28,2025-06-07
B00793,P0047,F0079,A043,643.93,2025-06-05
B00794,P0128,F0023,A011,127.14,2025-05-26
B00795,P0025,F0065,A037,961.22,2025-05-10
B00796,P0124,F0022,A018,1263.19,2025-04-22
B00797,P0061,F0096,A010,764.25,2025-04-02
B00798,P0042,F0089,A013,898.56,2025-04-16
B00799,P0082,F0004,A024,1173.82,2025-04-07
B00800,P0039,F0096,A044,1179.94,2025-05-21
B00801,P0055,F0071,A025,1407.95,2025-06-10
B00802,P0150,F0045,A037,323.83,2025-05-28
B00803,P0083,F0100,A017,790.44,2025-05-04
B00804,P0078,F0018,A041,1173.59,2025-04-09
B00805,P0016,F0084,A013,1103.43,2025-05-26
B00806,P0127,F0081,A008,393.85,2025-06-10
B00807,P0080,F0008,A020,1483.45,2025-04-22
B00808,P0028,F0062,A013,733.19,2025-06-17
B00809,P0035,F0053,A050,1182.42,2025-03-25
B00810,P0026,F0086,A001,1040.28,2025-03-25
B00811,P0190,F0100,A005,908.23,2025-04-15
B00812,P0033,F0010,A025,606.23,2025-05-27
B00813,P0083,F0021,A024,1146.51,2025-03-26
B00814,P0124,F0017,A042,784.55,2025-05-26
B00815,P0199,F0067,A041,875.77,2025-05-27
B00816,P0155,F0075,A039,1419.67,2025-03-29
B00817,P0146,F0042,A034,1149.22,2025-04-02
B00818,P0098,F0035,A047,1306.73,2025-05-23
B00819,P0040,F0087,A009,639.57,2025-04-03
B00820,P0077,F0096,A034,1491.77,2025-04-10
B00821,P0069,F0023,A046,847.51,2025-05-10
B00822,P0146,F0019,A001,865.32,2025-04-08
B00823,P0120,F0099,A003,657.1,2025-04-16
B00824,P0057,F0051,A017,878.32,2025-06-07
B00825,P0102,F0021,A009,1046.49,2025-03-24
B00826,P0144,F0092,A039,1092.16,2025-05-13
B00827,P0099,F0017,A030,1104.98,2025-04-22
B00828,P0062,F0001,A013,1285.37,2025-05-16
B00829,P0102,F0073,A022,242.96,2025-03-27
B00830,P0090,F0067,A001,712.39,2025-05-03
B00831,P0060,F0091,A006,1119.19,2025-06-08
B00832,P0106,F0097,A011,157.23,2025-04-09
B00833,P0108,F0100,A023,1023.31,2025-05-24
B00834,P0160,F0033,A032,1381.94,2025-06-21
B00835,P0087,F0085,A008,158.02,2025-04-20
B00836,P0078,F0090,A022,589.57,2025-04-22
B00837,P0167,F0007,A028,1258.9,2025-05-09
B00838,P0190,F0039,A016,1157.35,2025-04-23
B00839,P0101,F0099,A017,1033.88,2025-05-15
B00840,P0004,F0056,A039,411.88,2025-05-20
B00841,P0085,F0035,A026,958.8,2025-05-12
B00842,P0134,F0080,A050,1042.27,2025-06-20
B00843,P0097,F0015,A045,434.42,2025-04-21
B00844,P0159,F0085,A027,431.52,2025-05-28
B00845,P0171,F0076,A031,1211.08,2025-04-08
B00846,P0182,F0087,A043,549.66,2025-04-24
B00847,P0042,F0100,A042,230.23,2025-04-10
B00848,P0103,F0036,A032,320.85,2025-04-08
B00849,P0095,F0063,A050,888.01,2025-05-31
B00850,P0199,F0042,A020,471.26,2025-06-10
B00851,P0114,F0034,A007,225.28,2025-04-23
B00852,P0075,F0100,A026,1038.01,2025-06-10
B00853,P0085,F0100,A022,849.77,2025-03-27
B00854,P0057,F0070,A048,255.16,2025-06-02
B00855,P0139,F0056,A008,930.9,2025-04-05
B00856,P0046,F0011,A016,313.29,2025-04-24
B00857,P0100,F0033,A018,767.16,2025-05-14
B00858,P0100,F0045,A018,953.0,2025-04-12
B00859,P0006,F0033,A036,1395.17,2025-04-14
B00860,P0092,F0037,A025,129.46,2025-04-17
B00861,P0029,F0063,A004,654.78,2025-06-06
B00862,P0098,F0088,A020,1426.36,2025-03-29
B00863,P0062,F0050,A017,969.1,2025-05-06
B00864,P0174,F0063,A014,118.5,2025-05-11
B00865,P0187,F0095,A014,1013.31,2025-05-04
B00866,P0150,F0087,A008,1292.15,2025-06-20
B00867,P0093,F0016,A020,903.04,2025-04-22
B00868,P0017,F0098,A026,390.31,2025-06-05
B00869,P0099,F0091,A047,933.97,2025-06-05
B00870,P0030,F0042,A044,985.91,2025-03-25
B00871,P0131,F0033,A035,1260.79,2025-05-11
B00872,P0127,F0052,A034,762.53,2025-04-16
B00873,P0087,F0081,A048,894.74,2025-05-08
B00874,P0127,F0013,A003,336.84,2025-06-15
B00875,P0026,F0051,A048,1148.21,2025-05-28
B00876,P0089,F0086,A028,1080.34,2025-06-10
B00877,P0179,F0093,A044,1090.75,2025-03-29
B00878,P0012,F0009,A032,668.1,2025-04-19
B00879,P0147,F0045,A008,638.16,2025-04-23
B00880,P0134,F0086,A028,718.5,2025-06-01
B00881,P0102,F0061,A010,1226.8,2025-05-17
B00882,P0007,F0085,A043,433.24,2025-06-08
B00883,P0092,F0055,A032,146.54,2025-06-05
B00884,P0072,F0007,A045,1323.97,2025-05-10
B00885,P0116,F0038,A024,210.04,2025-04-25
B00886,P0185,F0006,A026,427.19,2025-05-06
B00887,P0138,F0095,A030,230.32,2025-06-08
B00888,P0013,F0037,A002,355.18,2025-05-16
B00889,P0067,F0025,A024,1045.6,2025-06-13
B00890,P0168,F0006,A016,1280.27,2025-05-10
B00891,P0015,F0092,A032,141.99,2025-03-29
B00892,P0180,F0023,A013,122.99,2025-06-13
B00893,P0048,F0100,A050,1139.83,2025-05-18
B00894,P0026,F0062,A010,817.2,2025-04-04
B00895,P0037,F0018,A005,470.0,2025-04-05
B00896,P0012,F0067,A001,549.35,2025-03-31
B00897,P0056,F0078,A037,554.49,2025-05-02
B00898,P0025,F0065,A009,589.69,2025-06-15
B00899,P0075,F0050,A012,370.17,2025-04-24
B00900,P0070,F0032,A043,1033.58,2025-05-09
B00901,P0131,F0022,A032,1419.87,2025-05-10
B00902,P0182,F0092,A023,895.76,2025-06-03
B00903,P0080,F0056,A017,429.58,2025-05-06
B00904,P0185,F0087,A021,777.75,2025-05-19
B00905,P0179,F0050,A001,638.63,2025-05-18
B00906,P0009,F0064,A025,187.93,2025-04-20
B00907,P0120,F0013,A019,471.88,2025-06-14
B00908,P0007,F0080,A006,248.99,2025-06-10
B00909,P0199,F0056,A002,1239.94,2025-04-01
B00910,P0061,F0034,A010,1030.54,2025-06-01
B00911,P0104,F0039,A014,892.52,2025-05-21
B00912,P0052,F0080,A018,1475.45,2025-06-10
B00913,P0062,F0024,A001,1378.02,2025-04-08
B00914,P0134,F0062,A003,1046.18,2025-04-17
B00915,P0093,F0011,A009,508.33,2025-05-12
B00916,P0097,F0054,A012,841.92,2025-03-29
B00917,P0190,F0060,A020,1081.71,2025-06-08
B00918,P0080,F0066,A005,1361.58,2025-05-15
B00919,P0083,F0030,A025,962.58,2025-06-15
B00920,P0015,F0064,A019,928.51,2025-03-30
B00921,P0056,F0002,A033,1420.54,2025-06-05
B00922,P0094,F0056,A034,1105.47,2025-04-30
B00923,P0111,F0052,A043,1445.81,2025-04-22
B00924,P0002,F0048,A011,262.91,2025-05-09
B00925,P0083,F0068,A017,656.7,2025-04-07
B00926,P0004,F0051,A004,855.4,2025-05-27
B00927,P0191,F0014,A032,934.8,2025-04-22
B00928,P0152,F0077,A028,1225.68,2025-05-16
B00929,P0065,F0094,A001,963.0,2025-05-13
B00930,P0119,F0040,A018,546.21,2025-05-22
B00931,P0182,F0005,A047,1421.83,2025-05-13
B00932,P0187,F0093,A032,159.55,2025-05-01
B00933,P0023,F0099,A044,491.69,2025-06-11
B00934,P0116,F0076,A036,588.49,2025-04-29
B00935,P0193,F0083,A035,326.52,2025-05-01
B00936,P0046,F0091,A044,714.85,2025-04-30
B00937,P0044,F0033,A046,134.47,2025-06-18
B00938,P0083,F0041,A026,1109.79,2025-05-01
B00939,P0051,F0048,A018,1274.8,2025-04-22
B00940,P0082,F0015,A013,523.94,2025-04-26
B00941,P0122,F0092,A017,1489.4,2025-05-21
B00942,P0025,F0040,A012,1133.46,2025-05-20
B00943,P0084,F0010,A037,1446.45,2025-06-05
B00944,P0063,F0082,A028,915.79,2025-04-01
B00945,P0176,F0077,A004,575.76,2025-05-03
B00946,P0088,F0062,A046,356.13,2025-04-10
B00947,P0078,F0035,A005,668.94,2025-06-14
B00948,P0185,F0030,A028,1451.41,2025-04-28
B00949,P0027,F0073,A033,1343.39,2025-04-13
B00950,P0189,F0094,A050,1422.61,2025-05-28
B00951,P0172,F0075,A041,129.87,2025-06-13
B00952,P0092,F0085,A002,108.46,2025-04-21
B00953,P0051,F0001,A013,333.53,2025-06-04
B00954,P0042,F0017,A045,370.9,2025-04-29
B00955,P0046,F0049,A040,432.23,2025-06-06
B00956,P0172,F0092,A034,357.05,2025-05-17
B00957,P0005,F0045,A009,1141.19,2025-06-16
B00958,P0004,F0026,A028,778.27,2025-06-02
B00959,P0140,F0011,A040,489.4,2025-04-25
B00960,P0002,F0048,A019,1405.02,2025-06-02
B00961,P0104,F0007,A032,467.01,2025-05-07
B00962,P0171,F0069,A032,816.41,2025-04-07
B00963,P0189,F0093,A022,1078.62,2025-05-16
B00964,P0194,F0083,A029,783.31,2025-04-21
B00965,P0116,F0088,A044,1396.61,2025-05-12
B00966,P0162,F0068,A006,1487.65,2025-04-17
B00967,P0156,F0055,A017,994.66,2025-05-28
B00968,P0176,F0035,A035,1394.35,2025-04-18
B00969,P0118,F0021,A042,971.86,2025-05-14
B00970,P0091,F0085,A017,1098.93,2025-04-02
B00971,P0069,F0059,A040,844.68,2025-04-24
B00972,P0073,F0072,A009,1233.78,2025-03-27
B00973,P0190,F0054,A026,1222.11,2025-03-28
B00974,P0015,F0035,A012,514.45,2025-05-19
B00975,P0022,F0075,A044,1264.37,2025-03-26
B00976,P0089,F0007,A033,1269.21,2025-05-10
B00977,P0189,F0079,A015,1316.69,2025-05-10
B00978,P0017,F0001,A042,511.95,2025-06-14
B00979,P0170,F0037,A017,855.74,2025-03-24
B00980,P0065,F0052,A009,395.91,2025-06-19
B00981,P0113,F0092,A013,388.78,2025-04-20
B00982,P0199,F0071,A048,125.48,2025-05-08
B00983,P0170,F0044,A023,1055.8,2025-05-28
B00984,P0010,F0030,A024,725.15,2025-06-16
B00985,P0163,F0044,A012,728.55,2025-04-02
B00986,P0115,F0070,A003,291.35,2025-06-07
B00987,P0031,F0025,A004,1402.71,2025-04-01
B00988,P0048,F0005,A039,655.41,2025-04-08
B00989,P0105,F0040,A047,136.68,2025-04-13
B00990,P0007,F0007,A020,696.52,2025-05-01
B00991,P0069,F0100,A034,488.42,2025-06-02
B00992,P0080,F0095,A047,321.61,2025-05-28
B00993,P0109,F0011,A007,388.1,2025-06-09
B00994,P0062,F0006,A019,1003.11,2025-06-21
B00995,P0075,F0054,A050,613.87,2025-04-28
B00996,P0159,F0097,A017,1496.14,2025-05-17
B00997,P0019,F0013,A008,468.47,2025-04-25
B00998,P0178,F0063,A002,984.99,2025-06-08
B00999,P0153,F0083,A017,466.39,2025-04-21
B01000,P0039,F0037,A016,647.76,2025-06-13
